PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANNO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
10;148;1;17;10148001_17_M;2014;9;;N;;N;;N;;N;0.09;V;;N;;N;;N;;N;0.07;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.07;V;;N;;N;;N;;N;0.06;V;0.0;N
10;148;1;17;10148001_17_M;2014;10;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N
10;148;1;17;10148001_17_M;2014;11;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.17;V;;N;;N;;N;;N;0.03;V;;N;0.0;N
10;148;1;17;10148001_17_M;2014;12;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
10;182;1;17;10182001_17_M;2014;9;;N;;N;;N;0.09;V;;N;;N;;N;;N;0.15;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.07;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.08;V;;N;0.0;N
10;182;1;17;10182001_17_M;2014;10;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N
10;182;1;17;10182001_17_M;2014;11;0.07;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.1;V;;N;;N;;N;;N;0.05;V;;N;;N;0.0;N
10;182;1;17;10182001_17_M;2014;12;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.07;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.04;V;;N;;N;;N
10;182;1;17;10182001_17_M;2014;1;;N;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.14;V;;N;;N;;N;;N;0.11;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;;N;;N;;N;;N;0.04;V;;N
10;182;1;17;10182001_17_M;2014;2;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.27;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.0;N;0.0;N;0.0;N
10;182;1;17;10182001_17_M;2014;3;0.04;V;;N;;N;;N;;N;0.23;V;;N;;N;;N;;N;0.14;V;;N;;N;;N;;N;0.22;V;;N;;N;;N;;N;0.46;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.04;V
10;182;1;17;10182001_17_M;2014;4;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.32;V;;N;;N;;N;;N;0.09;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
10;182;1;17;10182001_17_M;2014;5;;N;0.04;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.39;V;;N;;N;;N;;N;0.14;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N
10;182;1;17;10182001_17_M;2014;6;0.05;V;;N;;N;;N;;N;0.09;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.0;N
10;182;1;17;10182001_17_M;2014;7;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.06;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.03;V;;N;;N;;N;;N;0.03;V
10;182;1;17;10182001_17_M;2014;8;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N
6;83;1;17;06083001_17_M;2014;6;;N;0.1;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.33;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;0.0;N
6;83;1;17;06083001_17_M;2014;7;;N;0.04;V;;N;;N;;N;;N;0.06;V;;N;;N;;N;;N;0.28;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.06;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N
6;83;1;17;06083001_17_M;2014;8;0.04;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V
6;83;1;17;06083001_17_M;2014;9;;N;;N;;N;;N;0.06;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.07;V;;N;;N;;N;;N;0.2;V;;N;;N;;N;;N;0.24;V;0.0;N
6;83;1;17;06083001_17_M;2014;10;;N;;N;;N;;N;0.03;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.03;V;;N;;N;;N;;N;0.17;V;;N;;N;;N;;N;0.23;V;;N;;N;;N;;N;0.3;V;;N
6;83;1;17;06083001_17_M;2014;11;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.03;V;;N;;N;;N;;N;0.03;V;;N;;N;;N;;N;0.2;V;;N;;N;;N;;N;0.04;V;;N;0.0;N
6;83;1;17;06083001_17_M;2014;12;;N;;N;;N;0.07;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.11;V;;N;;N;;N;;N;0.06;V;;N;;N
6;83;1;17;06083001_17_M;2014;1;;N;;N;;N;;N;0.14;V;;N;;N;;N;;N;0.58;V;;N;;N;;N;;N;0.09;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
6;83;1;17;06083001_17_M;2014;2;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.12;V;;N;;N;;N;;N;0.24;V;;N;;N;;N;;N;0.11;V;;N;;N;;N;;N;0.23;V;;N;0.0;N;0.0;N;0.0;N
6;83;1;17;06083001_17_M;2014;3;;N;;N;;N;0.09;V;;N;;N;;N;;N;0.53;V;;N;;N;;N;;N;0.24;V;;N;;N;;N;;N;0.5;V;;N;;N;;N;;N;0.19;V;;N;;N;;N;;N;0.04;V;;N;;N
6;83;1;17;06083001_17_M;2014;4;;N;;N;0.04;V;;N;;N;;N;;N;0.73;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.17;V;;N;;N;;N;;N;0.1;V;;N;;N;0.0;N
6;83;1;17;06083001_17_M;2014;5;;N;;N;0.21;V;;N;;N;;N;;N;0.2;V;;N;;N;;N;;N;1.19;V;;N;;N;;N;;N;0.23;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.04;V;;N;;N;;N
10;37;1;17;10037001_17_M;2014;1;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.45;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N
10;37;1;17;10037001_17_M;2014;2;0.04;V;;N;;N;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;;N;0.49;V;;N;;N;;N;;N;0.08;V;;N;;N;;N;;N;0.0;N;0.0;N;0.0;N
10;37;1;17;10037001_17_M;2014;3;0.04;V;;N;;N;;N;;N;;N;;N;;N;0.19;V;;N;;N;;N;;N;0.28;V;;N;;N;;N;;N;;N;;N;0.33;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.04;V
10;37;1;17;10037001_17_M;2014;4;;N;;N;0.04;V;;N;;N;;N;;N;;N;0.31;V;;N;;N;;N;;N;0.38;V;;N;;N;;N;;N;0.31;V;;N;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.18;V;0.0;N
10;37;1;17;10037001_17_M;2014;5;;N;;N;;N;;N;0.23;V;;N;;N;;N;;N;;N;0.43;V;;N;;N;;N;;N;0.21;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;;N;0.11;V;;N;;N;;N;;N
10;37;1;17;10037001_17_M;2014;6;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.03;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;0.0;N
10;37;1;17;10037001_17_M;2014;7;;N;;N;0.05;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;;N;0.11;V;;N
10;37;1;17;10037001_17_M;2014;8;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.09;V;;N;;N;;N;;N;0.1;V;;N;;N;;N;;N;0.11;V;;N;;N;;N;;N;;N;0.08;V
10;37;1;17;10037001_17_M;2014;9;;N;;N;;N;;N;0.07;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;;N;0.06;V;;N;;N;;N;;N;0.07;V;;N;;N;;N;;N;0.09;V;;N;;N;;N;;N;0.0;N
10;37;1;17;10037001_17_M;2014;10;;N;3.93;V;;N;;N;;N;;N;1.45;V;;N;;N;;N;;N;0.2;V;;N;;N;;N;;N;;N;2.4;V;;N;;N;;N;;N;0.73;V;;N;;N;;N;;N;2.81;V;;N;;N;;N
10;37;1;17;10037001_17_M;2014;11;;N;;N;0.93;V;;N;;N;;N;;N;0.65;V;;N;;N;;N;;N;0.56;V;;N;;N;;N;;N;;N;2.36;V;;N;;N;;N;;N;6.4;V;;N;;N;;N;;N;2.42;V;;N;0.0;N
10;37;1;17;10037001_17_M;2014;12;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;0.05;V;;N
6;15;1;17;06015001_17_M;2014;1;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;;N;;N
6;15;1;17;06015001_17_M;2014;2;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.13;V;;N;;N;;N;;N;;N;0.09;V;;N;;N;;N;;N;0.0;N;0.0;N;0.0;N
6;15;1;17;06015001_17_M;2014;3;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.57;V;;N;;N;;N;;N;;N;0.15;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.04;V;;N;;N;;N
6;15;1;17;06015001_17_M;2014;4;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.7;V;;N;;N;;N;;N;0.54;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.09;V;;N;;N;;N;;N;0.16;V;;N;0.0;N
6;15;1;17;06015001_17_M;2014;5;;N;;N;;N;0.19;V;;N;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;0.38;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N
6;15;1;17;06015001_17_M;2014;6;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.09;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;0.0;N
6;15;1;17;06015001_17_M;2014;7;;N;;N;0.04;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.03;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;;N;0.12;V;;N
6;15;1;17;06015001_17_M;2014;8;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.04;V;;N;;N;;N;;N;;N;0.07;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.06;V;;N;;N;;N;;N;;N;0.05;V
6;15;1;17;06015001_17_M;2014;9;;N;;N;;N;;N;0.09;V;;N;;N;;N;;N;0.1;V;;N;;N;;N;;N;;N;0.08;V;;N;;N;;N;;N;0.09;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.0;N
6;15;1;17;06015001_17_M;2014;10;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N
6;15;1;17;06015001_17_M;2014;11;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.03;V;;N;;N;;N;;N;0.12;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;0.0;N
6;15;1;17;06015001_17_M;2014;12;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;0.05;V;;N;;N;;N;;N;;N;0.05;V;;N
33;36;999;17;33036999_17_M;2014;11;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.05;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.05;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.24;V;0.0;N;0.0;N;0.57;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.12;V;0.0;N
19;61;999;17;19061999_17_M;2014;11;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.05;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.05;V;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.0;N;0.1;V;0.0;N;0.0;N;0.64;V;0.0;N;0.0;N;0.0;N;0.05;V;0.0;N;0.0;N;0.0;N;0.0;
48;902;9;17;48902009_17_M;2014;7;;N;0.593;V;0.555;V;0.2;V;;N;0.5059;V;0.2;V;0.7696;V;;N;0.2;V;0.2;V;0.4136;V;;N;0.2;V;;N;0.8591;V;;N;0.7016;V;0.489;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
48;902;9;17;48902009_17_M;2014;8;;N;;N;;N;;N;;N;;N;0.5282;V;0.2;V;0.2;V;;N;0.2;V;0.2;V;0.2;V;;N;0.2;V;0.2;V;0.2;V;;N;0.4229;V;;N;0.2;V;;N;0.2;V;0.2;V;1.683;V;;N;0.2;V;0.2;V;0.4645;V;0.2;V;;N
48;902;9;17;48902009_17_M;2014;9;0.2;V;0.851;V;;N;;N;0.8972;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;1.0674;V;;N;;N;;N;;N;;N;;N;;N
48;902;9;17;48902009_17_M;2014;10;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
48;902;9;17;48902009_17_M;2014;11;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
48;902;9;17;48902009_17_M;2014;12;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
48;902;9;17;48902009_17_M;2014;1;;N;0.8;V;0.2;V;0.2;V;;N;0.2;V;0.2;V;0.6;V;;N;1.2;V;1.8;V;0.2;V;;N;;N;0.7;V;0.2;V;;N;0.2;V;0.5;V;0.5;V;;N;0.8;V;1.9;V;0.5;V;;N;0.2;V;0.7;V;0.2;V;;N;;N;0.7;V
48;902;9;17;48902009_17_M;2014;2;0.2;V;;N;0.2;V;;N;0.4;V;;N;0.2;V;0.2;V;0.2;V;;N;0.2;V;0.5;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.2;V;0.2;V;0.2;V;;N;0.5;V;0.7;V;;N;;N;;N
48;902;9;17;48902009_17_M;2014;3;;N;;N;;N;;N;0.7;V;;N;0.9;V;0.2;V;1.2;V;;N;1.4;V;1.4;V;1.8;V;;N;0.8;V;1.0;V;0.6;V;;N;;N;;N;0.4;V;;N;0.8;V;0.7;V;0.6;V;;N;0.2;V;0.6;V;0.2;V;;N;0.2;V
48;902;9;17;48902009_17_M;2014;4;0.4311;V;0.5165;V;;N;;N;0.4948;V;0.5426;V;;N;0.2;V;0.8936;V;;N;;N;0.2;V;0.7628;V;0.9009;V;;N;1.2205;V;1.0462;V;0.6917;V;;N;0.2;V;0.4066;V;0.2;V;;N;0.5143;V;;N;;N;;N;;N;;N;;N;;N
48;902;9;17;48902009_17_M;2014;5;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
48;902;9;17;48902009_17_M;2014;6;;N;;N;;N;0.4731;V;0.517;V;;N;0.2;V;0.2;V;0.4826;V;;N;0.2;V;0.9231;V;;N;;N;0.2;V;0.2;V;0.2;V;;N;0.828;V;0.9878;V;0.8295;V;0.2;V;;N;0.42;V;0.4769;V;0.2;V;;N;;N;;N;;N;;N
20;69;5;17;20069005_17_M;2014;6;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;1.0183;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N
20;69;5;17;20069005_17_M;2014;7;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.5066;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
20;69;5;17;20069005_17_M;2014;8;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4478;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
20;69;5;17;20069005_17_M;2014;9;0.2;V;;N;0.2;V;0.4395;V;0.4337;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.498;V;0.4409;V;0.4549;V;0.5114;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N;;N;;N;;N
20;69;5;17;20069005_17_M;2014;10;;N;0.2;V;0.4183;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.5768;V;0.2;V;0.2;V;0.7242;V;0.7343;V;0.8647;V;0.6306;V;0.2;V;0.2;V;0.4533;V;0.4322;V;0.2;V
20;69;5;17;20069005_17_M;2014;11;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N
20;69;5;17;20069005_17_M;2014;12;0.2;V;0.2;V;0.2;V;0.4105;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N;;N;;N;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.6329;V;0.4496;V;0.2;V
1;59;9;17;01059009_17_M;2014;11;1.0121;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.6137;V;0.4127;V;0.2;V;0.5141;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.488;V;0.9125;V;0.5339;V;0.2;V;0.4183;V;0.485;V;0.4693;V;0.4142;V;0.5811;V;0.2;V;0.2;V;0.2;V;0.2;V;;N
1;59;9;17;01059009_17_M;2014;12;0.2;V;0.7212;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.5185;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4315;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4057;V;0.4147;V;0.4485;V
20;69;5;17;20069005_17_M;2014;1;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.5248;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
20;69;5;17;20069005_17_M;2014;2;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N
20;69;5;17;20069005_17_M;2014;3;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4061;V;0.2;V;0.2;V;0.2;V;0.5148;V;0.529;V;0.2;V;0.4744;V;0.6569;V;0.2;V;0.4742;V;0.2;V;0.2;V;0.42;V;0.2;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
20;69;5;17;20069005_17_M;2014;4;;N;;N;;N;;N;;N;;N;0.2;V;0.2;V;0.2;V;0.5114;V;0.2;V;0.2;V;0.49;V;0.4768;V;0.7422;V;0.5788;V;0.4293;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N
20;69;5;17;20069005_17_M;2014;5;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.6723;V;0.2;V;0.2;V
1;59;9;17;01059009_17_M;2014;4;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4702;V;0.727;V;0.6195;V;0.2;V;0.2;V;0.5275;V;0.5553;V;0.8142;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4325;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N
1;59;9;17;01059009_17_M;2014;5;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;0.4317;V;0.2;V;0.2;V;0.4339;V;0.2;V;0.5158;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N;0.2;V;0.4263;V;0.2;V;0.2;V;0.2;V
1;59;9;17;01059009_17_M;2014;6;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.5909;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N;0.2;V;0.2;V;0.2;V;0.2;V;;N
1;59;9;17;01059009_17_M;2014;7;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
1;59;9;17;01059009_17_M;2014;8;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4596;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
1;59;9;17;01059009_17_M;2014;9;0.2;V;0.938;V;0.4352;V;0.5239;V;0.2;V;0.4317;V;0.2;V;0.2;V;0.2;V;1.093;V;0.4633;V;0.5881;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.5096;V;0.6382;V;0.6086;V;0.5745;V;0.4098;V;0.4044;V;0.2;V;0.2;V;0.7829;V;;N
1;59;9;17;01059009_17_M;2014;10;0.597;V;0.4357;V;0.5895;V;0.6006;V;0.2;V;0.6954;V;0.2;V;0.2;V;0.2;V;0.2;V;0.511;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.8408;V;0.9221;V;0.8852;V;0.2;V;1.9135;V;0.9798;V;0.6243;V;0.7223;V;0.5322;V;0.5064;V;0.7862;V;0.6524;V;1.5043;V
48;20;6;17;48020006_17_M;2014;10;1.2299;V;1.5046;V;1.8573;V;1.5615;V;0.2;V;1.4457;V;1.0472;V;0.4761;V;0.6338;V;1.3803;V;1.0362;V;0.2;V;1.219;V;1.0039;V;0.2;V;0.6922;V;0.2;V;0.4674;V;1.5351;V;1.9545;V;2.201;V;0.5872;V;2.4584;V;2.3315;V;1.8111;V;2.0621;V;1.7649;V;0.647;V;0.631;V;1.0368;V;0.7595;V
48;20;6;17;48020006_17_M;2014;11;0.6255;V;0.6419;V;0.5813;V;0.2;V;0.2;V;0.898;V;0.2;V;0.5852;V;0.2;V;1.1944;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;;N;;N;0.4863;V;0.5324;V;0.8602;V;0.4765;V;0.7415;V;0.6078;V;0.4844;V;0.2;V;0.6961;V;0.2;V;;N
