PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANNO;MES;DIA;H01;H02;H03;H04;H05;H06;H07;H08;H09;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23;H24
28;79;38;30;28079038_30_59;2014;11;3;3.9;4.4;7.8;4.7;5.3;4.1;5.6;5.6;5.9;;3.0;4.2;5.4;5.2;6.4;5.1;7.4;7.1;8.0;5.6;4.2;5.7;5.4;5.3
28;79;38;30;28079038_30_59;2014;11;4;5.3;9.0;3.8;4.5;4.8;7.3;6.6;9.9;10.8;5.1;4.4;4.5;3.5;4.1;3.9;3.9;5.2;5.5;7.8;4.7;4.4;3.8;5.9;4.1
28;79;38;30;28079038_30_59;2014;11;5;4.6;6.8;6.7;5.9;5.9;8.4;8.6;5.5;;;;;;;;;;;;;;;;
28;79;38;30;28079038_30_59;2014;11;6;;;;;;;;;;;;;;0.8;0.4;0.6;0.7;0.6;0.9;2.4;0.7;0.5;0.3;0.3
28;79;38;30;28079038_30_59;2014;11;7;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.6;0.2;0.2;0.4;0.6;0.2;0.3;0.3;0.5;0.6;0.8;0.8;0.7;0.5;0.6;0.3
28;79;38;30;28079038_30_59;2014;11;8;0.1;0.2;0.1;0.2;0.2;0.1;0.1;0.1;0.5;0.2;0.2;0.1;0.1;0.2;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.6;0.2;0.1
28;79;38;30;28079038_30_59;2014;11;9;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.1;0.1;0.3;0.1;0.2;0.3;0.1;0.3;0.3;0.4;0.7;2.6;1.2
28;79;38;30;28079038_30_59;2014;11;10;1.4;1.0;0.8;0.4;0.4;0.3;0.3;0.6;0.4;0.9;0.6;0.5;0.4;0.2;0.1;0.1;0.1;0.3;0.4;0.2;0.2;0.2;0.2;0.1
28;79;38;30;28079038_30_59;2014;11;11;0.1;0.1;0.1;0.1;0.1;0.1;0.1;1.0;2.1;0.8;1.0;;0.7;1.2;0.4;0.5;0.6;0.5;0.5;0.6;0.7;0.4;0.2;0.1
28;79;38;30;28079038_30_59;2014;11;12;0.1;0.1;0.1;0.1;0.1;0.1;0.2;1.0;1.3;0.3;0.4;0.2;0.2;0.3;0.3;0.2;0.3;0.6;1.0;1.0;0.9;0.7;0.4;0.3
28;79;38;30;28079038_30_59;2014;11;13;0.2;0.3;0.3;0.3;0.1;0.1;0.7;1.1;1.4;0.8;0.5;0.3;0.4;0.7;0.8;0.6;0.6;0.7;0.5;0.4;0.4;0.5;0.2;0.1
28;79;38;30;28079038_30_59;2014;11;14;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.6;0.9;0.9;0.2;0.2;0.2;0.3;0.2;0.7;0.3;0.4;0.5;0.6;0.8;0.5;0.3;0.2
28;79;38;30;28079038_30_59;2014;11;15;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.6;0.1;;0.1;0.1;0.1;0.1;0.1;0.2;0.6;0.4;0.3;0.2;0.2
28;79;38;30;28079038_30_59;2014;11;16;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.1;0.1;0.2;0.3;0.4;0.2;0.2;0.2;0.1;0.1
28;79;38;30;28079038_30_59;2014;11;17;0.1;0.1;0.1;0.1;0.1;0.1;0.2;1.0;0.9;0.5;0.6;;0.2;0.3;0.6;0.5;0.4;1.0;0.9;1.5;2.0;0.9;0.8;0.6
28;79;38;30;28079038_30_59;2014;11;18;0.8;0.7;0.3;0.3;0.5;1.0;0.7;2.1;2.2;1.2;1.7;0.4;0.5;1.1;0.7;0.5;0.8;2.0;2.2;2.9;2.5;2.5;2.9;1.8
28;79;38;30;28079038_30_59;2014;11;19;0.6;0.7;0.8;0.5;0.5;0.4;0.7;1.0;1.7;1.3;1.1;0.6;;;0.5;0.6;1.1;1.9;2.2;2.2;1.8;1.7;1.5;0.7
28;79;38;30;28079038_30_59;2014;11;20;0.4;0.3;0.2;0.2;0.1;0.1;1.5;2.2;3.8;2.3;1.0;0.4;0.5;0.7;0.6;0.5;0.6;1.0;1.4;1.3;1.5;1.6;0.7;0.6
28;79;38;30;28079038_30_59;2014;11;21;0.3;0.2;0.2;0.2;0.3;0.2;0.6;2.7;2.8;1.8;1.4;0.8;0.7;1.0;0.8;0.7;1.7;1.8;2.5;2.6;3.5;2.3;1.4;0.8
28;79;38;30;28079038_30_59;2014;11;22;0.6;0.8;0.2;0.2;0.2;0.2;0.7;0.7;0.7;0.8;0.9;0.5;0.8;0.9;0.6;0.4;0.5;1.2;1.3;1.3;1.5;1.6;1.1;0.8
28;79;38;30;28079038_30_59;2014;11;23;0.6;0.5;0.3;0.1;0.1;0.2;0.5;0.2;0.4;0.4;0.2;0.3;0.3;0.7;0.5;0.3;0.8;1.4;0.8;0.7;0.6;0.5;0.3;0.2
28;79;38;30;28079038_30_59;2014;11;24;0.4;0.3;0.3;0.3;0.2;0.3;1.1;2.4;3.1;2.1;0.7;0.3;0.6;1.1;0.6;1.3;2.3;2.4;3.0;1.7;2.6;3.2;2.6;2.6
28;79;38;30;28079038_30_59;2014;11;25;1.6;1.4;0.8;1.1;1.6;1.3;2.1;3.1;;3.7;2.3;0.8;0.5;0.8;0.4;0.5;0.8;0.4;0.5;0.4;0.5;0.5;0.3;0.2
28;79;38;30;28079038_30_59;2014;11;26;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.7;1.6;0.7;0.4;0.2;0.2;0.3;0.2;0.2;0.3;0.9;0.9;0.9;1.7;0.6;1.7;0.5
28;79;38;30;28079038_30_59;2014;11;27;0.4;0.2;0.1;0.1;0.1;0.1;0.5;0.7;1.2;1.0;0.6;0.3;0.2;0.4;0.3;0.2;0.3;0.3;0.4;0.5;0.3;0.2;0.1;0.1
28;79;38;30;28079038_30_59;2014;11;28;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.5;0.5;0.4;;0.3;0.4;0.5;0.5;0.9;0.8;0.8;0.8;0.4;0.5;0.3;0.2
28;79;38;30;28079038_30_59;2014;11;30;1.6;1.6;1.2;1.2;1.0;1.1;1.4;2.4;2.1;0.4;0.3;;0.4;1.0;0.4;0.4;0.9;1.3;1.7;1.1;0.8;0.9;0.5;0.5
28;79;38;30;28079038_30_59;2014;11;29;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.8;1.0;0.9;0.3;0.6;0.5;0.6;0.6;0.5;1.0;0.7;1.2;0.8;0.9;0.7;1.5
28;79;38;30;28079038_30_59;2014;12;1;0.2;0.1;0.1;0.1;0.1;0.1;0.4;1.3;2.9;2.7;2.0;;0.3;0.5;0.6;0.6;1.0;1.3;1.7;0.5;0.6;0.3;0.2;0.2
28;79;38;30;28079038_30_59;2014;12;2;0.1;0.1;0.1;0.1;0.1;0.3;1.5;4.5;6.7;2.0;;;;0.5;0.7;0.8;0.9;1.5;1.7;2.3;1.5;0.7;0.4;0.3
28;79;38;30;28079038_30_59;2014;12;3;0.3;0.2;0.3;0.3;0.3;0.5;0.7;1.3;1.3;1.1;1.0;;0.8;0.9;1.0;1.1;0.9;1.3;1.1;1.6;1.5;1.5;0.8;0.7
28;79;38;30;28079038_30_59;2014;12;4;0.6;0.4;0.3;0.4;0.3;0.5;0.9;1.7;2.5;1.9;1.0;0.8;0.6;0.8;0.8;0.7;1.5;1.6;1.6;2.4;1.9;1.2;0.6;0.5
28;79;38;30;28079038_30_59;2014;12;5;0.5;0.4;0.4;0.4;0.6;0.8;3.9;2.8;2.7;2.1;1.9;;1.1;1.1;1.1;0.8;1.2;1.4;1.5;1.3;1.7;1.4;1.5;2.1
28;79;38;30;28079038_30_59;2014;12;6;2.3;1.5;1.6;1.6;1.0;1.1;0.9;0.7;1.5;1.5;0.8;0.4;0.3;0.3;0.2;0.2;0.3;0.2;0.3;0.4;0.4;0.5;0.3;0.2
28;79;38;30;28079038_30_59;2014;12;7;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.4;0.3;0.5;0.4;0.2;0.2;0.3;0.2;0.2;0.3;0.5;0.9;1.5;0.9;1.3;1.6;2.1
28;79;38;30;28079038_30_59;2014;12;8;1.8;1.2;0.8;0.7;0.7;0.7;0.6;0.5;0.5;0.4;0.6;0.3;0.3;0.4;0.5;0.3;0.3;0.4;0.7;1.5;1.2;2.6;1.5;0.9
28;79;38;30;28079038_30_59;2014;12;9;0.3;0.4;0.4;0.3;1.2;0.3;0.5;1.5;5.0;2.1;1.8;1.1;0.6;0.7;0.4;0.5;1.4;1.4;1.1;1.8;1.8;1.7;0.6;0.5
28;79;38;30;28079038_30_59;2014;12;10;0.7;0.5;0.7;0.3;0.3;0.5;0.7;2.0;3.7;3.8;2.4;;0.6;1.1;0.8;0.5;0.8;1.9;2.4;3.5;3.8;6.3;7.0;4.8
28;79;38;30;28079038_30_59;2014;12;11;1.9;0.8;0.4;0.7;0.5;0.7;1.5;4.1;7.9;7.5;5.3;2.7;1.5;2.3;1.6;1.1;1.1;1.9;3.2;5.3;5.4;5.0;5.4;4.7
28;79;38;30;28079038_30_59;2014;12;12;3.7;2.6;2.0;1.7;1.3;1.7;1.8;4.3;4.8;4.0;3.1;;1.0;1.0;1.0;0.7;0.8;0.6;1.3;1.7;1.0;1.1;0.5;0.4
28;79;38;30;28079038_30_59;2014;12;13;0.4;0.5;0.6;0.3;0.2;0.2;0.2;0.3;0.4;0.3;0.3;0.4;0.3;0.3;0.4;0.3;0.5;0.4;0.5;0.3;0.5;0.7;0.7;0.3
28;79;38;30;28079038_30_59;2014;12;14;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.4;0.5;0.5;0.3;0.7;0.9;0.5;0.6;0.8;0.9;1.1;0.8;0.4;0.4;0.2
28;79;38;30;28079038_30_59;2014;12;15;0.1;0.1;0.1;0.1;0.1;0.2;0.4;1.1;2.3;1.1;2.0;;;;;;;;;;;;;
28;79;38;30;28079038_30_59;2014;12;16;;;;;;;;;;2.7;1.9;2.3;1.2;1.8;1.3;1.4;2.1;1.7;2.7;3.8;3.8;3.4;3.7;2.7
28;79;38;30;28079038_30_59;2014;12;17;1.8;1.7;1.7;1.3;0.9;0.8;1.4;3.1;;;;;0.8;4.1;1.7;1.3;1.3;2.0;2.3;4.2;3.7;5.2;4.8;2.7
28;79;38;30;28079038_30_59;2014;12;18;2.7;2.0;1.6;1.2;1.1;0.8;1.8;3.6;;4.0;4.8;2.4;1.1;1.5;1.8;2.1;2.7;3.9;4.5;6.8;4.4;3.0;3.2;3.1
28;79;38;30;28079038_30_59;2014;12;19;5.3;4.9;4.3;2.7;1.4;1.7;4.1;4.9;8.0;5.2;3.2;3.0;1.7;3.5;2.5;2.2;2.2;3.4;4.0;4.1;4.4;4.8;5.2;5.2
28;79;38;30;28079038_30_59;2014;12;20;1.9;2.3;1.7;1.2;1.0;0.4;0.8;2.1;3.1;1.3;2.2;1.7;1.8;2.2;1.9;0.9;1.3;1.9;1.3;1.4;2.1;1.7;0.9;0.4
28;79;38;30;28079038_30_59;2014;12;21;0.3;0.2;0.2;0.3;1.0;0.9;0.2;0.2;0.7;0.6;0.3;0.4;0.3;0.4;0.2;0.4;1.2;2.4;4.8;6.7;3.7;5.5;3.6;0.8
28;79;38;30;28079038_30_59;2014;12;22;0.3;0.1;0.2;0.1;0.1;0.2;1.2;1.0;1.7;0.9;0.6;0.5;0.3;0.6;0.4;0.3;0.5;1.4;2.1;1.4;0.7;1.6;1.9;2.4
28;79;38;30;28079038_30_59;2014;12;23;0.5;0.2;0.2;0.1;0.1;0.1;0.6;1.1;2.1;0.9;0.9;0.9;0.8;1.3;1.4;1.0;1.0;2.7;2.9;2.8;3.9;5.9;3.4;1.4
28;79;38;30;28079038_30_59;2014;12;24;1.5;0.6;0.3;0.2;0.2;0.2;0.3;0.8;1.5;0.8;0.7;1.7;1.3;1.9;1.5;0.9;0.9;1.3;1.5;1.5;1.5;1.2;1.0;1.2
28;79;38;30;28079038_30_59;2014;12;25;0.4;0.6;0.4;0.2;0.5;0.2;0.2;0.1;0.1;0.1;0.1;0.1;;0.2;0.2;0.1;0.3;0.6;1.3;1.2;1.0;0.9;0.8;0.9
28;79;38;30;28079038_30_59;2014;12;26;0.7;0.3;0.1;0.1;0.4;0.9;2.1;4.1;3.7;1.5;2.0;1.6;0.9;1.8;1.8;2.0;1.5;2.0;2.2;2.6;2.5;1.7;2.2;2.0
28;79;38;30;28079038_30_59;2014;12;27;1.4;0.6;0.5;0.9;0.2;0.3;0.6;1.0;2.0;2.2;1.3;1.3;;1.5;1.1;0.7;1.0;0.6;0.4;0.3;0.2;0.1;0.6;0.2
28;79;38;30;28079038_30_59;2014;12;28;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.1;0.3;0.2;0.2;0.1;0.1;0.6;0.2;0.2;0.3;0.2;0.2
28;79;38;30;28079038_30_59;2014;12;29;0.1;0.1;0.1;0.1;0.2;0.2;0.4;0.6;0.9;0.5;0.6;0.6;0.4;0.5;0.3;0.4;0.5;0.8;1.2;1.1;1.2;0.6;0.4;0.7
28;79;38;30;28079038_30_59;2014;12;30;0.7;0.6;0.6;0.4;0.5;0.4;1.8;1.4;;;;;;1.0;0.5;0.7;0.5;0.6;1.4;1.2;1.8;1.8;2.6;3.0
28;79;38;30;28079038_30_59;2014;12;31;2.9;1.9;1.7;1.7;1.5;0.7;1.4;2.2;2.2;1.4;1.5;2.0;;2.1;1.4;1.7;1.2;1.8;2.3;2.5;3.9;4.9;3.1;2.8
28;79;38;30;28079038_30_59;2014;2;13;1.0;0.9;0.6;0.4;0.2;0.4;0.6;0.9;1.1;0.9;1.0;1.1;0.3;0.5;0.4;0.3;0.3;0.3;0.7;0.5;0.4;0.3;0.1;0.1
28;79;38;30;28079038_30_59;2014;3;7;0.4;0.2;0.2;0.1;0.1;0.1;0.7;1.0;1.0;0.7;0.5;0.5;0.5;0.7;0.7;0.6;0.8;0.7;0.8;1.6;2.3;1.8;2.4;3.7
28;79;38;30;28079038_30_59;2014;3;20;0.8;0.6;0.5;0.6;0.3;0.4;0.6;1.1;1.2;1.7;1.4;0.8;0.5;0.5;0.4;0.5;0.7;0.8;0.9;1.3;1.0;0.5;0.4;0.2
28;79;38;30;28079038_30_59;2014;3;21;0.2;0.2;0.3;0.3;0.3;0.4;0.6;1.2;1.6;1.1;1.0;0.8;0.6;0.6;0.5;0.4;0.4;0.4;0.3;0.5;0.7;0.3;0.4;0.4
28;79;38;30;28079038_30_59;2014;3;22;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.4;0.3;0.4;0.3;0.3;0.2;0.2;0.3;0.3;0.4;0.5;0.4;0.4;0.3;0.3
28;79;38;30;28079038_30_59;2014;3;23;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.6;0.4;0.4;0.2;0.3;0.4;0.4;0.9;1.1;0.6;0.9;1.0
28;79;38;30;28079038_30_59;2014;3;24;0.7;0.6;0.5;0.5;0.6;0.6;1.0;1.5;1.3;1.3;0.9;0.5;0.6;0.6;0.7;0.6;0.6;0.6;0.8;0.7;0.5;0.3;0.2;0.2
28;79;38;30;28079038_30_59;2014;3;25;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.6;1.0;0.6;0.4;0.3;0.3;;;;;0.4;0.5;0.3;0.7;0.4;0.3;0.2
28;79;38;30;28079038_30_59;2014;3;26;0.1;0.1;0.1;0.1;0.1;0.2;0.4;0.9;1.0;0.6;0.5;0.4;0.4;0.6;0.6;0.6;0.5;0.6;1.1;0.9;1.1;0.7;0.5;0.5
28;79;38;30;28079038_30_59;2014;3;27;0.3;0.4;0.2;0.3;0.3;0.4;0.8;1.5;2.2;0.9;0.5;0.4;0.4;0.5;0.5;0.4;0.6;0.5;0.7;1.0;0.9;1.5;1.2;1.2
28;79;38;30;28079038_30_59;2014;3;28;0.9;0.7;0.4;0.3;0.3;0.3;0.5;0.7;0.6;0.4;0.5;0.4;0.4;0.4;0.3;0.3;0.3;0.4;0.4;0.4;0.4;0.4;0.3;0.2
28;79;38;30;28079038_30_59;2014;3;29;0.2;0.2;0.1;0.2;0.1;0.1;0.2;0.3;0.7;0.8;0.6;0.6;0.9;0.6;0.7;0.7;0.5;0.3;0.7;0.7;0.4;0.6;0.7;0.6
28;79;38;30;28079038_30_59;2014;3;31;0.3;0.2;0.1;0.1;0.2;0.4;0.6;0.9;0.7;0.6;0.5;0.3;0.3;0.4;0.3;0.4;0.7;0.8;0.8;1.7;1.3;0.9;0.6;0.7
28;79;38;30;28079038_30_59;2014;3;30;0.4;0.3;0.2;0.1;0.2;0.2;0.2;0.2;0.3;0.3;0.5;0.4;0.6;0.4;0.3;0.3;0.4;0.3;0.4;0.3;0.8;0.8;0.8;0.6
28;79;38;30;28079038_30_59;2014;4;1;0.6;0.2;0.1;0.2;0.1;0.2;0.4;0.7;0.4;0.4;0.3;0.3;0.3;0.2;0.2;0.2;0.3;0.4;0.5;0.6;0.4;0.3;0.3;0.1
28;79;38;30;28079038_30_59;2014;4;2;0.1;0.1;0.1;0.1;0.1;0.3;0.4;0.6;0.4;0.4;0.3;0.3;0.4;0.4;0.3;0.4;0.3;0.6;1.0;0.9;0.7;0.8;0.8;0.6
28;79;38;30;28079038_30_59;2014;4;3;0.2;0.1;0.1;0.1;0.1;0.1;0.7;0.9;0.6;0.3;0.4;0.4;0.5;0.5;0.3;0.4;0.4;0.6;0.6;0.6;0.4;0.4;0.2;0.1
28;79;38;30;28079038_30_59;2014;4;4;0.1;0.1;0.1;0.1;0.1;0.4;0.8;1.1;0.5;0.5;0.4;0.4;0.4;0.6;0.5;0.4;0.5;0.5;0.5;0.4;0.6;0.3;0.5;0.3
28;79;38;30;28079038_30_59;2014;4;5;0.2;0.1;0.1;0.1;0.2;0.1;0.1;0.3;0.3;0.2;0.3;0.2;0.4;0.5;0.5;0.5;0.3;0.4;0.7;1.1;0.9;0.7;0.5;0.6
28;79;38;30;28079038_30_59;2014;4;6;1.2;0.8;1.1;0.7;0.9;0.5;0.6;0.6;0.9;1.0;0.9;0.6;0.4;0.2;0.1;0.1;0.1;0.2;0.2;0.4;0.4;0.4;0.3;0.2
28;79;38;30;28079038_30_59;2014;4;7;0.1;0.1;0.4;0.6;0.6;1.3;2.9;2.3;2.2;1.5;0.8;0.3;0.4;0.3;0.2;0.2;0.4;0.5;1.0;1.0;0.7;0.7;0.4;0.1
28;79;38;30;28079038_30_59;2014;4;8;0.3;0.4;0.4;0.5;0.3;0.5;1.6;1.9;1.0;0.8;0.7;0.6;0.5;0.4;0.3;0.3;0.3;0.5;0.6;1.1;1.4;1.4;2.0;1.7
28;79;38;30;28079038_30_59;2014;4;9;0.4;0.1;0.1;0.1;0.2;0.8;1.6;2.0;0.9;0.7;1.3;0.6;0.6;0.5;0.3;0.4;0.4;0.6;1.4;1.0;0.9;0.5;0.2;0.5
28;79;38;30;28079038_30_59;2014;4;10;0.4;0.1;0.1;0.1;0.1;0.2;0.9;;;0.7;0.7;0.7;0.6;0.4;0.2;0.3;0.5;0.3;0.9;0.8;1.0;1.0;1.1;0.5
28;79;38;30;28079038_30_59;2014;4;11;0.4;0.4;0.6;0.2;0.1;0.3;1.0;1.7;1.3;1.2;0.8;0.7;0.6;0.4;0.2;0.2;0.2;0.2;0.5;0.8;0.4;0.6;0.8;0.2
28;79;38;30;28079038_30_59;2014;4;12;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.2;0.2;0.4;0.4;0.3;0.2;0.1;0.2;0.2;0.1;0.3;0.6;0.8;1.1;1.0;0.7
28;79;38;30;28079038_30_59;2014;4;13;0.4;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.3;0.7;1.1;0.9
28;79;38;30;28079038_30_59;2014;4;14;0.5;0.3;0.1;0.1;0.1;0.2;1.0;0.9;0.4;0.2;0.4;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.3;0.1;0.1;0.1
28;79;38;30;28079038_30_59;2014;4;15;0.1;0.1;0.1;0.1;0.1;0.2;0.4;0.8;0.5;0.4;0.4;0.2;0.1;0.2;0.2;0.2;0.3;0.3;0.3;0.5;0.2;0.4;0.4;0.1
28;79;38;30;28079038_30_59;2014;4;16;0.1;0.5;0.3;0.2;0.2;0.6;1.3;0.9;0.7;0.9;0.4;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.4;0.1;0.1;0.3;0.2
28;79;38;30;28079038_30_59;2014;4;17;0.1;0.1;0.1;0.1;0.1;0.2;0.4;0.2;0.4;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.1;0.1;0.1
28;79;38;30;28079038_30_59;2014;4;18;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.1;0.1;0.2;0.1;0.3;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.6;0.3;0.7;0.4
28;79;38;30;28079038_30_59;2014;4;19;0.2;0.7;0.7;0.2;0.1;0.2;0.2;0.1;0.1;0.1;0.3;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1
28;79;38;30;28079038_30_59;2014;4;20;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.1;0.1;0.1;0.1;0.1;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1
28;79;38;30;28079038_30_59;2014;4;21;0.1;0.1;0.1;0.1;0.1;0.1;0.4;0.5;0.6;0.2;0.2;0.1;0.4;0.2;0.3;0.2;0.2;0.4;0.2;0.3;0.2;0.2;0.1;0.1
28;79;38;30;28079038_30_59;2014;4;22;0.1;0.1;0.1;0.1;0.1;0.2;0.8;1.5;0.7;0.4;0.3;0.3;0.3;0.1;0.1;0.1;0.2;0.1;0.4;0.2;0.1;0.1;0.1;0.1
28;79;38;30;28079038_30_59;2014;4;23;0.1;0.1;0.1;0.1;0.1;0.2;0.8;;;0.3;0.1;0.1;0.2;0.1;0.2;0.2;0.1;0.2;0.4;0.4;0.2;0.2;0.1;0.1
28;79;38;30;28079038_30_59;2014;4;24;0.1;0.1;0.1;0.1;0.1;0.2;0.6;2.1;0.6;0.3;0.3;0.1;0.4;0.2;0.2;0.2;0.2;0.5;0.5;0.7;0.5;0.5;0.2;0.1
28;79;38;30;28079038_30_59;2014;4;25;0.1;0.1;0.1;0.1;0.1;0.2;0.6;0.8;0.5;0.3;0.2;0.2;0.4;0.3;0.2;0.3;0.3;0.3;0.2;0.6;0.5;0.3;0.2;0.2
28;79;38;30;28079038_30_59;2014;4;26;0.1;0.1;0.4;0.1;0.1;0.1;0.1;0.1;0.2;0.1;0.3;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.3;0.4;0.1;0.1
28;79;38;30;28079038_30_59;2014;4;27;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.1;0.3;0.2;0.3;0.1;0.1;0.1;0.1;0.1;0.4;0.3;0.3;0.1;0.1;0.1;0.1
28;79;38;30;28079038_30_59;2014;4;28;0.1;0.1;0.1;0.1;0.1;0.1;0.6;1.1;0.5;0.2;0.2;0.2;0.3;0.1;0.1;0.1;0.1;0.2;0.4;0.9;0.8;0.2;0.1;0.1
28;79;38;30;28079038_30_59;2014;4;29;0.1;0.1;0.1;0.1;0.1;0.4;1.4;2.7;1.5;0.4;0.4;0.3;0.4;0.1;0.2;0.3;0.2;0.4;0.6;0.5;0.6;0.6;0.2;0.1
28;79;38;30;28079038_30_59;2014;4;30;0.1;0.1;0.1;0.1;0.1;0.1;0.9;1.5;0.7;0.6;0.6;0.3;0.2;0.1;0.3;0.3;0.5;0.4;0.8;0.6;0.8;0.7;0.2;0.1
28;79;38;30;28079038_30_59;2014;5;1;0.1;0.1;0.1;0.1;0.3;0.1;0.3;0.1;0.1;0.1;0.1;0.1;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.7;0.7;0.3;0.7
28;79;38;30;28079038_30_59;2014;5;2;0.2;0.1;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.2;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.1;0.1;0.1
28;79;38;30;28079038_30_59;2014;5;3;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.1;0.1;0.1
28;79;38;30;28079038_30_59;2014;5;4;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.7;1.2;1.7;2.6;2.4
28;79;38;30;28079038_30_59;2014;5;5;0.8;0.1;0.1;0.1;0.1;0.2;1.0;1.0;0.5;0.5;0.5;0.4;0.2;0.1;0.1;0.2;0.3;0.3;0.4;0.5;0.7;0.8;0.3;0.5
28;79;38;30;28079038_30_59;2014;5;6;0.7;0.5;0.4;0.2;0.1;0.4;1.0;0.8;0.6;;;0.3;0.4;0.3;0.2;0.2;0.2;0.4;0.7;0.7;0.6;0.6;0.2;0.3
28;79;38;30;28079038_30_59;2014;5;7;0.1;0.1;0.1;0.1;0.1;0.3;1.0;2.2;1.8;1.4;1.2;0.7;0.8;0.4;0.6;0.8;0.7;0.6;0.9;1.3;1.1;0.8;0.6;0.8
28;79;38;30;28079038_30_59;2014;5;8;0.7;0.5;0.3;0.1;0.1;0.2;0.8;0.9;1.0;0.6;0.6;0.7;0.5;0.3;0.1;0.5;0.8;1.1;1.0;1.0;1.2;0.4;0.2;0.1
28;79;38;30;28079038_30_59;2014;5;9;0.1;0.1;0.1;0.1;0.1;0.2;0.7;1.3;0.8;0.6;0.5;0.5;;;;;;;;;;;;
28;79;38;30;28079038_30_59;2014;5;10;;;;;;;;;;;;;;0.1;0.1;0.1;0.1;0.3;0.4;0.8;0.9;0.5;0.7;0.1
28;79;38;30;28079038_30_59;2014;5;11;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.1;0.1;0.2;0.1;0.1;0.1;0.1;0.4;0.7;1.1;1.1;1.1;1.0;0.3
28;79;38;30;28079038_30_59;2014;5;12;0.1;0.1;0.1;0.1;0.1;0.1;0.9;1.1;0.6;0.4;0.3;0.3;0.6;0.2;0.3;0.3;0.3;0.6;0.5;0.6;0.5;0.3;0.2;0.1
28;79;38;30;28079038_30_59;2014;5;13;0.1;0.1;0.1;0.1;0.1;0.1;0.5;0.5;0.3;0.4;0.3;0.2;0.3;0.3;0.1;0.3;0.3;0.3;0.3;0.4;0.2;0.1;0.1;0.1
28;79;38;30;28079038_30_59;2014;5;14;0.1;0.1;0.1;0.1;0.1;0.2;0.5;0.8;0.5;0.5;0.5;0.3;0.5;0.3;0.3;0.3;0.3;0.7;0.9;1.4;1.2;0.5;0.3;0.1
28;79;38;30;28079038_30_59;2014;5;15;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.1;0.2;0.2;0.3;0.2;0.1;0.1;0.2;0.2;0.4;0.5;0.5;0.3;0.1;0.1
28;79;38;30;28079038_30_59;2014;5;16;0.1;0.1;0.1;0.1;0.1;0.1;0.5;1.1;0.8;0.4;0.2;0.2;0.3;0.3;0.2;0.2;0.2;0.2;0.4;0.6;0.3;0.2;0.1;0.1
